label,file,hf_ratio,noise_std,is_fake,color_mean_r,color_mean_g,color_mean_b,color_var_r,color_var_g,color_var_b,jpeg_block_score
midjourney,E:\437 project\dataset\train\fake\fake_16931_Midjourney.jpg,0.27050957,10.476494,1,45.467453,76.67496,73.981415,1952.3032,4718.3696,4123.8945,-0.2832389
midjourney,E:\437 project\dataset\train\fake\fake_38219_Midjourney.jpg,0.27453732,15.429873,1,143.33638,135.05809,132.3112,5080.8003,4914.578,4963.725,-0.10621166
midjourney,E:\437 project\dataset\train\fake\fake_10517_Midjourney.jpg,0.20358218,8.142258,1,81.658936,87.92775,90.384766,3796.4807,3688.3179,4701.32,0.04576564
midjourney,E:\437 project\dataset\train\fake\fake_39791_Midjourney.jpg,0.3317388,15.621926,1,104.087326,103.91675,103.77371,6665.745,6665.349,6617.5757,0.39058352
midjourney,E:\437 project\dataset\train\fake\fake_06977_Midjourney.jpg,0.22441237,9.3563385,1,105.49762,86.325165,65.39578,5079.2603,4567.976,3109.183,-0.5287266
midjourney,E:\437 project\dataset\train\fake\fake_34187_Midjourney.jpg,0.27453223,7.7029767,1,126.969055,118.56531,108.58948,3392.735,3697.2244,4048.1963,-0.5671983
midjourney,E:\437 project\dataset\train\fake\fake_21653_Midjourney.jpg,0.23529719,10.193188,1,73.30032,67.50575,57.512955,1497.367,1273.324,1097.4153,0.0019768476
midjourney,E:\437 project\dataset\train\fake\fake_16607_Midjourney.jpg,0.40658325,12.37174,1,124.82295,107.878174,86.70651,3925.1895,4479.724,4580.2397,0.34687996
midjourney,E:\437 project\dataset\train\fake\fake_39449_Midjourney.jpg,0.23279259,11.496579,1,181.92688,182.04822,181.98796,4857.2056,4873.025,4864.3867,-0.37178636
midjourney,E:\437 project\dataset\train\fake\fake_08393_Midjourney.jpg,0.35938033,11.953796,1,125.08246,134.583,134.49113,4616.0835,3865.7852,4293.4214,0.38607383
midjourney,E:\437 project\dataset\train\fake\fake_28739_Midjourney.jpg,0.29977337,7.8684072,1,97.081726,98.99463,94.173965,5076.598,5028.612,4523.65,0.20316827
midjourney,E:\437 project\dataset\train\fake\fake_01385_Midjourney.jpg,0.4048383,9.20971,1,183.1434,185.41153,185.6872,1551.6688,1618.8528,1731.0808,0.22318435
midjourney,E:\437 project\dataset\train\fake\fake_18275_Midjourney.jpg,0.2970878,7.865358,1,163.81355,169.60635,150.6516,2159.567,2112.355,1278.4469,-0.33753324
midjourney,E:\437 project\dataset\train\fake\fake_35693_Midjourney.jpg,0.38266188,7.7976255,1,61.69391,61.142883,60.382935,1834.963,1282.6683,1293.4813,0.0003836155
midjourney,E:\437 project\dataset\train\fake\fake_06503_Midjourney.jpg,0.23776102,10.319175,1,128.71945,104.62552,86.384125,3038.5396,4412.685,5444.173,-0.059081554
midjourney,E:\437 project\dataset\train\fake\fake_12791_Midjourney.jpg,0.2709815,14.827055,1,138.1995,138.14801,137.93808,7931.704,7932.184,7937.1226,-0.3394308
midjourney,E:\437 project\dataset\train\fake\fake_13385_Midjourney.jpg,0.4196512,12.809199,1,78.1557,87.92993,84.77487,2062.6843,1574.8933,1854.2914,0.11410618
midjourney,E:\437 project\dataset\train\fake\fake_37361_Midjourney.jpg,0.27286223,13.879333,1,122.76578,111.912766,97.335526,4198.421,4275.9614,4830.088,0.078070164
midjourney,E:\437 project\dataset\train\fake\fake_08549_Midjourney.jpg,0.3560919,11.622497,1,175.54305,175.84927,176.41374,2854.9058,2840.166,2813.2573,-0.6532805
midjourney,E:\437 project\dataset\train\fake\fake_40919_Midjourney.jpg,0.2679407,8.943455,1,133.95157,145.5475,149.12733,4278.5366,2971.265,1974.183,0.1522659
midjourney,E:\437 project\dataset\train\fake\fake_29177_Midjourney.jpg,0.3437202,13.493723,1,97.76613,89.81535,75.989975,3738.8696,3705.0745,3801.6064,0.34373093
midjourney,E:\437 project\dataset\train\fake\fake_13685_Midjourney.jpg,0.37881088,8.687586,1,161.50629,151.21553,143.18274,2534.4229,2901.508,3241.7183,-0.0030682087
midjourney,E:\437 project\dataset\train\fake\fake_03227_Midjourney.jpg,0.289613,12.699804,1,63.427414,59.10695,55.030624,2413.679,2203.426,2144.851,-0.15153837
midjourney,E:\437 project\dataset\train\fake\fake_28775_Midjourney.jpg,0.33047938,8.450635,1,80.26172,52.78958,43.01793,2320.3354,1177.2107,723.3657,0.043762207
midjourney,E:\437 project\dataset\train\fake\fake_17621_Midjourney.jpg,0.2985085,8.115535,1,136.47789,133.068,133.0021,2337.261,2414.4727,2555.4683,-0.01972723
midjourney,E:\437 project\dataset\train\fake\fake_26777_Midjourney.jpg,0.37700853,10.488213,1,119.213135,119.64528,118.354904,5830.826,5882.444,5645.763,0.23504448
midjourney,E:\437 project\dataset\train\fake\fake_35255_Midjourney.jpg,0.30794,11.918611,1,77.91548,67.79854,40.997482,3411.7832,2991.183,1439.3999,0.03083229
midjourney,E:\437 project\dataset\train\fake\fake_37139_Midjourney.jpg,0.20203364,8.186033,1,54.16359,55.255234,58.313446,2585.2312,1566.1497,1326.961,0.2093507
midjourney,E:\437 project\dataset\train\fake\fake_02459_Midjourney.jpg,0.26372918,10.998649,1,100.855225,100.291245,93.21939,4828.5566,4306.4644,4313.2427,-0.016366243
midjourney,E:\437 project\dataset\train\fake\fake_24449_Midjourney.jpg,0.3529783,11.386088,1,78.238815,118.20062,132.69775,4645.5293,3909.3015,5582.8047,-0.07109666
midjourney,E:\437 project\dataset\train\fake\fake_01475_Midjourney.jpg,0.36384273,18.190441,1,74.681885,74.5746,74.56464,3254.2512,3251.8623,3252.0735,0.21739578
midjourney,E:\437 project\dataset\train\fake\fake_13019_Midjourney.jpg,0.26701427,8.728478,1,113.39549,120.79855,111.17186,3559.6138,3355.8843,3615.7014,0.17640018
midjourney,E:\437 project\dataset\train\fake\fake_15893_Midjourney.jpg,0.46936113,13.731324,1,101.16426,81.3837,70.96257,2875.9597,2857.8787,2533.7542,-0.072265625
midjourney,E:\437 project\dataset\train\fake\fake_11207_Midjourney.jpg,0.24941248,9.172249,1,114.88188,104.72568,91.42062,5770.2236,4641.76,3853.2239,0.0038985014
midjourney,E:\437 project\dataset\train\fake\fake_41675_Midjourney.jpg,0.24956949,13.220331,1,108.23146,109.65021,100.186905,5328.036,4690.6895,3800.1765,-0.0018110275
midjourney,E:\437 project\dataset\train\fake\fake_04529_Midjourney.jpg,0.3504837,12.4197235,1,44.613266,45.317932,52.707474,2512.111,1637.3563,1521.9197,0.13612103
midjourney,E:\437 project\dataset\train\fake\fake_35795_Midjourney.jpg,0.29650968,13.811023,1,173.2742,169.54544,140.31683,4882.422,4333.3384,2895.9036,0.0394063
midjourney,E:\437 project\dataset\train\fake\fake_27317_Midjourney.jpg,0.24013819,8.43485,1,78.93828,69.671295,58.780655,2473.043,2075.8218,1578.1256,0.11426473
midjourney,E:\437 project\dataset\train\fake\fake_28727_Midjourney.jpg,0.27878636,9.6247,1,124.217224,118.872406,96.52304,2927.8936,2594.0989,3063.4827,-0.03921175
midjourney,E:\437 project\dataset\train\fake\fake_03029_Midjourney.jpg,0.3104051,11.531901,1,117.19322,98.705475,86.697845,4693.0513,4238.3076,4486.7524,0.40368485
midjourney,E:\437 project\dataset\train\fake\fake_35381_Midjourney.jpg,0.27843434,8.744263,1,115.1313,89.09505,64.1644,3286.1016,3712.9458,3848.3455,0.096461535
midjourney,E:\437 project\dataset\train\fake\fake_34943_Midjourney.jpg,0.25366983,6.584652,1,112.49068,134.26897,135.07,2963.8835,2323.8093,2375.0168,0.18541443
midjourney,E:\437 project\dataset\train\fake\fake_26429_Midjourney.jpg,0.28532773,8.390439,1,132.4325,113.67404,120.57904,3852.8904,2387.4202,1273.9847,0.088730335
midjourney,E:\437 project\dataset\train\fake\fake_07373_Midjourney.jpg,0.25869864,8.371972,1,115.42325,103.595856,70.3723,3270.48,3138.4917,2743.4275,0.26255774
midjourney,E:\437 project\dataset\train\fake\fake_28661_Midjourney.jpg,0.37170178,7.3909545,1,95.62285,109.813385,106.8383,3564.1514,3545.8958,4112.0356,-0.029672384
midjourney,E:\437 project\dataset\train\fake\fake_23573_Midjourney.jpg,0.4235083,11.429402,1,81.0045,77.1006,71.834335,2073.9543,1760.5555,1627.4371,0.22335291
midjourney,E:\437 project\dataset\train\fake\fake_10427_Midjourney.jpg,0.23778665,10.009373,1,134.30327,140.67545,151.28082,3771.354,4678.802,5001.0366,0.067634344
midjourney,E:\437 project\dataset\train\fake\fake_02825_Midjourney.jpg,0.3289645,9.8385315,1,154.42647,117.127945,95.64195,1443.7382,5065.3984,3645.3518,-0.010954142
midjourney,E:\437 project\dataset\train\fake\fake_02633_Midjourney.jpg,0.33300275,11.481307,1,79.16684,96.04813,87.203995,2378.2441,2736.6372,2851.5098,0.1855762
midjourney,E:\437 project\dataset\train\fake\fake_30455_Midjourney.jpg,0.3987111,14.667614,1,67.152374,69.87697,40.654907,2563.0771,2337.4292,1228.8619,-0.025823593
midjourney,E:\437 project\dataset\train\fake\fake_35945_Midjourney.jpg,0.26229563,10.140061,1,113.300644,99.64162,86.4388,4577.9185,3577.8218,2776.814,0.030237436
midjourney,E:\437 project\dataset\train\fake\fake_10007_Midjourney.jpg,0.31524986,10.519384,1,136.0708,123.83052,107.125305,3977.2163,4068.3835,3380.9863,0.04024434
midjourney,E:\437 project\dataset\train\fake\fake_38273_Midjourney.jpg,0.30329454,10.651299,1,138.01042,129.36917,118.5621,2578.3823,3468.0676,3831.461,0.00037169456
midjourney,E:\437 project\dataset\train\fake\fake_26759_Midjourney.jpg,0.25001067,7.6183634,1,37.146362,76.284744,102.34201,1034.2247,2429.52,3518.7993,0.11198115
midjourney,E:\437 project\dataset\train\fake\fake_10805_Midjourney.jpg,0.28048155,6.630588,1,116.00566,114.311264,92.6725,2387.039,1942.4996,1112.6818,0.24181819
midjourney,E:\437 project\dataset\train\fake\fake_26855_Midjourney.jpg,0.2727607,8.635364,1,105.35271,93.32893,80.39284,3533.886,4046.5784,3670.4453,0.23157716
midjourney,E:\437 project\dataset\train\fake\fake_34061_Midjourney.jpg,0.3665543,12.003981,1,85.1479,102.63286,87.20322,4256.271,3358.5676,3232.0337,0.17355132
midjourney,E:\437 project\dataset\train\fake\fake_15755_Midjourney.jpg,0.33397692,11.109711,1,64.94101,69.94638,72.747086,1475.6028,1710.1844,1929.2711,-0.25301743
midjourney,E:\437 project\dataset\train\fake\fake_27215_Midjourney.jpg,0.22809169,8.370998,1,84.96686,79.90219,78.19307,4298.9756,4068.4895,4387.9297,-0.48362637
midjourney,E:\437 project\dataset\train\fake\fake_01439_Midjourney.jpg,0.30214772,13.788727,1,83.72238,87.18883,76.58348,5095.315,5166.6455,4224.274,0.13939953
midjourney,E:\437 project\dataset\train\fake\fake_41339_Midjourney.jpg,0.29172918,8.994444,1,123.6322,102.634384,75.73686,2230.5383,2068.1282,1284.6943,0.18314147
midjourney,E:\437 project\dataset\train\fake\fake_41369_Midjourney.jpg,0.28763774,7.858853,1,94.3716,79.90318,68.3139,3235.5786,2690.373,2411.948,-0.36015868
midjourney,E:\437 project\dataset\train\fake\fake_29861_Midjourney.jpg,0.24674961,11.796602,1,111.34183,92.53638,76.20068,4331.366,3633.6877,3485.7466,0.04306078
midjourney,E:\437 project\dataset\train\fake\fake_09971_Midjourney.jpg,0.30935934,8.085755,1,75.15933,66.3728,51.028015,2693.685,1518.2306,920.6284,0.12797642
midjourney,E:\437 project\dataset\train\fake\fake_12953_Midjourney.jpg,0.421706,11.989593,1,114.68527,122.428986,128.32254,2517.0547,2960.719,3825.8486,-0.11010218
midjourney,E:\437 project\dataset\train\fake\fake_11327_Midjourney.jpg,0.39595017,11.466336,1,130.019,128.39645,112.78261,3361.0173,4122.4966,5451.45,0.48628426
midjourney,E:\437 project\dataset\train\fake\fake_06257_Midjourney.jpg,0.27144438,6.3767204,1,141.60826,130.46782,115.84265,1603.5059,2077.8784,2431.9875,-0.24554741
midjourney,E:\437 project\dataset\train\fake\fake_13691_Midjourney.jpg,0.29265544,11.848797,1,74.38031,70.148575,72.37125,3287.577,2727.5276,2392.392,0.4321649
midjourney,E:\437 project\dataset\train\fake\fake_05609_Midjourney.jpg,0.30235302,11.868252,1,116.82178,104.76137,89.28821,4245.663,4297.5264,4219.823,-0.30215454
midjourney,E:\437 project\dataset\train\fake\fake_25667_Midjourney.jpg,0.25054017,6.070107,1,158.02103,132.76767,101.9736,1031.8827,1618.096,2119.3887,-0.124261856
midjourney,E:\437 project\dataset\train\fake\fake_09635_Midjourney.jpg,0.34267026,11.173058,1,129.62227,115.461624,102.493256,3609.3665,3231.1797,3193.581,-0.13731217
midjourney,E:\437 project\dataset\train\fake\fake_24983_Midjourney.jpg,0.31675434,14.326172,1,92.413376,95.15361,95.70793,3212.2617,3138.693,3161.0627,0.029537678
midjourney,E:\437 project\dataset\train\fake\fake_04469_Midjourney.jpg,0.3932527,10.946492,1,102.56325,95.40936,81.98543,2838.7124,2473.1538,2269.8418,0.014941454
midjourney,E:\437 project\dataset\train\fake\fake_34781_Midjourney.jpg,0.36573738,14.142799,1,143.13715,132.23123,124.04562,3870.9019,4749.7666,5346.018,-0.25271225
midjourney,E:\437 project\dataset\train\fake\fake_38153_Midjourney.jpg,0.20273277,7.692694,1,168.90408,190.44485,167.20172,3988.515,2599.476,1669.9121,0.13697416
midjourney,E:\437 project\dataset\train\fake\fake_26633_Midjourney.jpg,0.3442269,10.192888,1,157.80696,151.19173,126.4039,1881.4247,1989.2521,2400.6482,-0.680388
midjourney,E:\437 project\dataset\train\fake\fake_04193_Midjourney.jpg,0.3956211,8.679417,1,114.938934,93.098145,81.63966,1621.8096,1317.6139,1275.495,-0.24829507
midjourney,E:\437 project\dataset\train\fake\fake_21401_Midjourney.jpg,0.334686,9.948968,1,88.13426,85.30597,78.49013,3282.773,3552.4023,3352.2407,-0.05021906
midjourney,E:\437 project\dataset\train\fake\fake_10565_Midjourney.jpg,0.34030324,14.080343,1,78.35243,86.6561,77.11992,4262.062,3957.8503,3669.709,0.09624624
midjourney,E:\437 project\dataset\train\fake\fake_17507_Midjourney.jpg,0.27939484,10.989047,1,106.39818,106.6474,92.82858,3958.008,3582.0737,4389.3345,0.008285522
midjourney,E:\437 project\dataset\train\fake\fake_04499_Midjourney.jpg,0.39667943,14.603226,1,85.46385,82.248566,55.135483,3714.2356,3375.0422,1823.5851,0.402668
midjourney,E:\437 project\dataset\train\fake\fake_35969_Midjourney.jpg,0.30833542,12.662027,1,143.4872,158.72182,179.27939,2923.4343,3511.8755,4327.101,0.023411274
midjourney,E:\437 project\dataset\train\fake\fake_06305_Midjourney.jpg,0.29981074,10.459929,1,84.555145,80.603546,77.77391,1950.9944,2105.3916,2328.4165,-0.34102964
midjourney,E:\437 project\dataset\train\fake\fake_08273_Midjourney.jpg,0.27148363,10.405902,1,111.79094,99.63771,68.42206,3159.01,2925.3093,2366.6665,0.04983759
midjourney,E:\437 project\dataset\train\fake\fake_20201_Midjourney.jpg,0.31388333,9.427078,1,66.70627,72.28696,72.760544,3345.748,3681.6758,3895.4702,-0.056262255
midjourney,E:\437 project\dataset\train\fake\fake_20099_Midjourney.jpg,0.36305678,8.701825,1,76.35219,87.75424,65.05902,2858.59,3116.7146,2349.175,0.028812408
midjourney,E:\437 project\dataset\train\fake\fake_11561_Midjourney.jpg,0.37631765,11.772606,1,127.252914,130.91527,126.924286,2415.8467,2360.123,2782.2422,0.10646057
midjourney,E:\437 project\dataset\train\fake\fake_38591_Midjourney.jpg,0.2537461,12.805955,1,165.6986,161.73013,159.14214,5104.673,5461.7876,5792.242,-0.012377977
midjourney,E:\437 project\dataset\train\fake\fake_27917_Midjourney.jpg,0.23851982,11.536704,1,116.6644,111.714935,110.12015,4107.403,4708.6313,4156.4805,-0.103913784
midjourney,E:\437 project\dataset\train\fake\fake_37877_Midjourney.jpg,0.29090995,17.25975,1,139.74858,146.94894,147.7779,3864.4236,4464.689,5055.488,0.0822587
midjourney,E:\437 project\dataset\train\fake\fake_37823_Midjourney.jpg,0.26077518,8.848668,1,85.42618,79.40326,73.7307,2376.3618,2654.344,2459.627,0.116909266
midjourney,E:\437 project\dataset\train\fake\fake_02297_Midjourney.jpg,0.27335003,7.804624,1,139.23946,133.95592,126.249405,2015.5696,2049.9438,2066.0464,-0.18232524
midjourney,E:\437 project\dataset\train\fake\fake_08105_Midjourney.jpg,0.3130333,11.501191,1,89.59375,90.81085,91.51425,4552.9927,4309.853,4100.168,0.16583991
midjourney,E:\437 project\dataset\train\fake\fake_01403_Midjourney.jpg,0.22002818,8.272591,1,114.74855,100.82413,74.993484,4823.8203,3605.7488,3390.54,0.025360584
midjourney,E:\437 project\dataset\train\fake\fake_08561_Midjourney.jpg,0.27236348,9.067514,1,105.29463,82.87445,52.28711,2855.2097,2211.529,1128.1276,0.12582254
midjourney,E:\437 project\dataset\train\fake\fake_18209_Midjourney.jpg,0.18359675,8.231907,1,129.75735,125.57114,118.854324,4021.6501,3961.606,4321.5054,-0.031357646
midjourney,E:\437 project\dataset\train\fake\fake_24563_Midjourney.jpg,0.34824193,14.254523,1,94.30501,94.322876,94.23982,5675.969,5676.853,5678.9214,0.37204123
midjourney,E:\437 project\dataset\train\fake\fake_19679_Midjourney.jpg,0.27705157,12.737262,1,111.1685,104.032745,98.57265,3827.985,3415.486,3409.8455,0.032732487
midjourney,E:\437 project\dataset\train\fake\fake_35387_Midjourney.jpg,0.28384414,13.338308,1,149.49896,149.47177,149.35727,6014.037,6021.789,6025.816,-0.15509653
midjourney,E:\437 project\dataset\train\fake\fake_21035_Midjourney.jpg,0.27359727,11.799363,1,79.69035,79.6926,64.52911,3383.6885,3829.7278,2837.2686,-0.029671192
midjourney,E:\437 project\dataset\train\fake\fake_41789_Midjourney.jpg,0.29632327,10.836644,1,121.52359,106.06804,90.010925,3249.656,3442.7104,3408.9998,-0.21218777
midjourney,E:\437 project\dataset\train\fake\fake_00479_Midjourney.jpg,0.40657803,12.650335,1,120.80414,127.67592,97.28017,3688.9932,3515.0747,4587.948,0.117388725
midjourney,E:\437 project\dataset\train\fake\fake_08825_Midjourney.jpg,0.35559943,9.221944,1,77.57803,98.76082,72.52768,2671.1765,4100.192,3083.2385,-0.04950142
midjourney,E:\437 project\dataset\train\fake\fake_01583_Midjourney.jpg,0.2894562,7.8495235,1,127.83067,130.09698,104.55887,2900.8337,2832.7485,2685.1956,-0.7545831
midjourney,E:\437 project\dataset\train\fake\fake_24827_Midjourney.jpg,0.31782514,12.974133,1,116.64392,126.4162,118.550446,3599.9417,3502.1143,3835.9548,0.080789804
midjourney,E:\437 project\dataset\train\fake\fake_18131_Midjourney.jpg,0.31884566,6.872913,1,48.134903,52.252075,52.755325,1013.0952,862.11017,626.12555,0.13553905
midjourney,E:\437 project\dataset\train\fake\fake_39491_Midjourney.jpg,0.30523276,7.8515882,1,153.32297,172.68163,164.2982,4330.3667,4437.424,3824.725,0.020980537
midjourney,E:\437 project\dataset\train\fake\fake_16235_Midjourney.jpg,0.2604766,7.9408884,1,105.03148,102.19774,94.77406,1972.1136,1495.3282,1563.884,-0.41982973
midjourney,E:\437 project\dataset\train\fake\fake_21467_Midjourney.jpg,0.22210251,10.95768,1,98.98036,78.446335,60.124268,5887.4634,4700.44,4385.7065,0.13464832
midjourney,E:\437 project\dataset\train\fake\fake_26831_Midjourney.jpg,0.2930261,10.701643,1,105.36589,93.78781,82.24921,3339.2944,3002.415,2931.0198,0.17120576
midjourney,E:\437 project\dataset\train\fake\fake_12155_Midjourney.jpg,0.2545505,5.1942487,1,156.44682,152.70502,151.11404,1652.1115,1608.7142,1628.4924,0.05488324
midjourney,E:\437 project\dataset\train\fake\fake_38453_Midjourney.jpg,0.28885117,13.102189,1,132.77808,127.8712,125.69966,2975.4968,2939.2778,3243.386,0.1391697
midjourney,E:\437 project\dataset\train\fake\fake_16403_Midjourney.jpg,0.29654834,13.52762,1,145.93857,140.64474,134.80394,4511.5264,5355.835,5524.005,0.1600089
midjourney,E:\437 project\dataset\train\fake\fake_15143_Midjourney.jpg,0.29393926,9.705044,1,120.124985,143.62048,146.86148,3197.5732,3092.0532,4052.1064,0.23803353
midjourney,E:\437 project\dataset\train\fake\fake_02819_Midjourney.jpg,0.32517108,9.048932,1,130.15291,153.56477,85.234314,2529.1372,2299.0425,3848.3584,0.12828326
midjourney,E:\437 project\dataset\train\fake\fake_17723_Midjourney.jpg,0.24130586,10.435995,1,101.35602,93.94731,85.99112,3521.0364,3386.2898,3267.6367,0.32323813
midjourney,E:\437 project\dataset\train\fake\fake_02369_Midjourney.jpg,0.3701255,4.5063605,1,81.15585,90.02989,96.570465,2104.0193,1184.4492,750.87555,-0.097602844
midjourney,E:\437 project\dataset\train\fake\fake_37385_Midjourney.jpg,0.23222649,7.184956,1,109.97127,92.18855,77.024185,3435.6577,3154.0032,3168.7314,-0.033783436
midjourney,E:\437 project\dataset\train\fake\fake_07043_Midjourney.jpg,0.47080842,15.294961,1,130.06482,116.96506,114.611145,3588.3928,3601.8591,3709.6816,0.85881567
midjourney,E:\437 project\dataset\train\fake\fake_25763_Midjourney.jpg,0.43423295,14.838112,1,125.627014,136.2146,136.03482,3116.284,3177.2651,3796.286,-0.5493393
midjourney,E:\437 project\dataset\train\fake\fake_37079_Midjourney.jpg,0.3428052,10.199277,1,92.69928,91.79019,84.967255,4084.9602,3933.1475,3231.3193,0.10659337
midjourney,E:\437 project\dataset\train\fake\fake_22697_Midjourney.jpg,0.41388395,11.515479,1,68.24864,84.6508,54.540146,1987.5249,2404.3457,1561.2565,-0.12117815
midjourney,E:\437 project\dataset\train\fake\fake_39371_Midjourney.jpg,0.32023787,13.218035,1,76.06172,74.99693,68.93538,3301.8467,3823.0837,3402.3826,0.18303919
midjourney,E:\437 project\dataset\train\fake\fake_17075_Midjourney.jpg,0.22219267,6.763763,1,122.99446,116.87674,95.34497,2587.972,2703.1353,2514.2385,0.0421046
midjourney,E:\437 project\dataset\train\fake\fake_33725_Midjourney.jpg,0.35721377,12.25598,1,111.26459,116.84412,93.45087,4950.801,4225.9585,4111.1963,0.1478777
midjourney,E:\437 project\dataset\train\fake\fake_02621_Midjourney.jpg,0.23858118,6.8850746,1,216.12585,217.64069,210.83047,764.2152,970.04205,1824.4384,0.36143136
midjourney,E:\437 project\dataset\train\fake\fake_14873_Midjourney.jpg,0.2891064,9.2525425,1,164.85098,169.29042,121.431564,3091.086,2266.4412,2345.1023,0.07496619
midjourney,E:\437 project\dataset\train\fake\fake_27689_Midjourney.jpg,0.3317173,6.021875,1,57.373627,25.873154,30.11493,3528.3606,212.03314,253.93805,-0.037065983
midjourney,E:\437 project\dataset\train\fake\fake_39179_Midjourney.jpg,0.38932726,16.699785,1,88.82997,81.36403,64.86212,4343.349,3295.7732,2245.4834,-0.021109104
midjourney,E:\437 project\dataset\train\fake\fake_24431_Midjourney.jpg,0.2660681,8.110236,1,148.32903,142.16591,135.9901,1811.3705,2137.3362,2445.3,-0.09490085
midjourney,E:\437 project\dataset\train\fake\fake_21311_Midjourney.jpg,0.3091015,12.109863,1,94.267426,116.697815,107.73511,4720.6064,3015.0562,8412.026,-0.005024433
midjourney,E:\437 project\dataset\train\fake\fake_13823_Midjourney.jpg,0.30164653,12.169934,1,125.664536,113.57797,117.85487,5195.5234,3415.4617,2426.298,0.06547618
midjourney,E:\437 project\dataset\train\fake\fake_12221_Midjourney.jpg,0.33523497,8.429989,1,82.7717,67.54324,64.47423,3081.9512,1821.951,1457.4247,0.05007291
midjourney,E:\437 project\dataset\train\fake\fake_31655_Midjourney.jpg,0.20575657,5.756326,1,108.21503,100.474594,82.14424,3295.203,3324.471,2843.0996,-0.47302663
midjourney,E:\437 project\dataset\train\fake\fake_11909_Midjourney.jpg,0.30533344,8.540737,1,145.96843,106.880615,73.1436,4368.0054,2616.9595,3510.4858,-0.03015542
midjourney,E:\437 project\dataset\train\fake\fake_34331_Midjourney.jpg,0.30231702,7.6332746,1,92.02098,90.47623,72.649506,1865.0101,2403.1428,2603.8535,-0.052013636
midjourney,E:\437 project\dataset\train\fake\fake_20465_Midjourney.jpg,0.33492726,5.9467597,1,98.87155,73.163025,58.225113,2604.0542,877.6668,771.68713,0.21202964
midjourney,E:\437 project\dataset\train\fake\fake_16703_Midjourney.jpg,0.29313838,7.9836583,1,167.8851,148.80516,128.44565,1614.0144,1527.0988,1761.4541,0.28714108
midjourney,E:\437 project\dataset\train\fake\fake_32591_Midjourney.jpg,0.2961622,8.9664755,1,101.17026,123.40726,139.17838,3266.0693,4019.9558,4741.3794,0.20462084
midjourney,E:\437 project\dataset\train\fake\fake_11249_Midjourney.jpg,0.2964422,9.621904,1,122.54936,115.9722,105.71808,4216.5522,4331.5796,4492.3364,0.2968254
midjourney,E:\437 project\dataset\train\fake\fake_24821_Midjourney.jpg,0.3063445,7.6098666,1,135.06631,112.910736,82.25331,2226.1917,2173.186,2188.3445,0.118207216
midjourney,E:\437 project\dataset\train\fake\fake_32771_Midjourney.jpg,0.2879127,10.943573,1,134.82826,121.659744,109.02191,4649.721,3799.0857,3383.6348,0.30557537
midjourney,E:\437 project\dataset\train\fake\fake_08663_Midjourney.jpg,0.2733913,11.874445,1,137.92738,143.94228,136.68408,3915.6367,4430.4414,3592.8564,-0.22780919
midjourney,E:\437 project\dataset\train\fake\fake_41747_Midjourney.jpg,0.3426836,13.035591,1,107.273605,108.44382,113.747345,3308.924,3606.1233,4068.568,-0.04060173
midjourney,E:\437 project\dataset\train\fake\fake_11045_Midjourney.jpg,0.3867347,11.445995,1,128.32935,118.11119,117.79442,2667.4336,2176.0437,2115.9692,-0.9717374
midjourney,E:\437 project\dataset\train\fake\fake_01067_Midjourney.jpg,0.34873012,9.374234,1,114.66217,108.48526,97.45262,2084.8838,2995.719,3543.8135,0.9961622
midjourney,E:\437 project\dataset\train\fake\fake_15149_Midjourney.jpg,0.26779884,7.0006647,1,140.30676,112.43599,78.17798,2442.4893,2675.4543,2395.1863,0.11931896
midjourney,E:\437 project\dataset\train\fake\fake_18269_Midjourney.jpg,0.3155123,13.81637,1,57.28064,38.716156,22.503021,3218.546,1973.3019,1281.8771,-0.046571255
midjourney,E:\437 project\dataset\train\fake\fake_30941_Midjourney.jpg,0.28601274,9.470344,1,128.32642,124.02492,116.3911,2296.034,2822.4648,3771.2734,0.40272474
midjourney,E:\437 project\dataset\train\fake\fake_09251_Midjourney.jpg,0.35741746,10.113739,1,115.83833,99.010345,78.43071,3636.1091,3281.221,3387.222,-0.15715075
midjourney,E:\437 project\dataset\train\fake\fake_05921_Midjourney.jpg,0.2847504,7.1327906,1,66.09868,67.63054,66.615036,2264.6711,2494.189,2664.2346,0.13361883
midjourney,E:\437 project\dataset\train\fake\fake_18551_Midjourney.jpg,0.2685279,6.458293,1,120.168045,111.617676,107.03017,6040.1787,6536.9287,6988.6,-0.118425846
midjourney,E:\437 project\dataset\train\fake\fake_18995_Midjourney.jpg,0.2382205,9.565103,1,84.23143,92.47858,80.49538,3836.8508,4692.51,2861.8567,0.27922273
midjourney,E:\437 project\dataset\train\fake\fake_19253_Midjourney.jpg,0.23948589,9.793073,1,106.261536,98.04094,87.9592,3353.9731,3867.0466,4511.2563,0.1493504
midjourney,E:\437 project\dataset\train\fake\fake_31907_Midjourney.jpg,0.3869419,11.310091,1,101.887314,111.20134,115.087616,3580.3333,3332.969,3381.8557,-0.2213943
midjourney,E:\437 project\dataset\train\fake\fake_13853_Midjourney.jpg,0.3610246,8.032124,1,146.66908,122.66673,83.84436,1927.0691,1479.93,2138.2017,-0.29476094
midjourney,E:\437 project\dataset\train\fake\fake_11315_Midjourney.jpg,0.30235958,9.216615,1,129.72505,110.47211,82.84761,3777.267,3127.8904,3431.789,0.40568018
