file,orig_split,group,label
E:\437 project\dataset\train\fake\fake_09280_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09281_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09283_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09284_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09285_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09286_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09287_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09289_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09290_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09291_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09292_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09293_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09295_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09296_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09297_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09298_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09299_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09301_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09302_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09303_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09304_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09305_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09307_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09308_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09309_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09310_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09311_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09313_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09314_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09315_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09316_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09317_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09319_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09320_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09321_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09322_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09323_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09325_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09326_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09327_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09328_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09329_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09331_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09332_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09333_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09334_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09335_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09337_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09338_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09339_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09340_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09341_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09343_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09344_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09345_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09346_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09347_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09349_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09350_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09351_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09352_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09353_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09355_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09356_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09357_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09358_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09359_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09361_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09362_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09363_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09364_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09365_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09367_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09368_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09369_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09370_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09371_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09373_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09374_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09375_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09376_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09377_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09379_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09380_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09381_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09382_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09383_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09385_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09386_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09387_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09388_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09389_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09391_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09392_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09393_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09394_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09395_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09397_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09398_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09399_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09400_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09401_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09403_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09404_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09405_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09406_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09407_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09409_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09410_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09411_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09412_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09413_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09415_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09416_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09417_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09418_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09419_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09421_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09422_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09423_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09424_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09425_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09427_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09428_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09429_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09430_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09431_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09433_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09434_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09435_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09436_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09437_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09439_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09440_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09441_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09442_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09443_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09445_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09446_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09447_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09448_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09449_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09451_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09452_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09453_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09454_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09455_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09457_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09458_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09459_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09460_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09461_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09463_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09464_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09465_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09466_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09467_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09469_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09470_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09471_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09472_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09473_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09475_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09476_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09477_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09478_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09479_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09481_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09482_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09483_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09484_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09485_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09487_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09488_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09489_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09490_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09491_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09493_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09494_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09495_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09496_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09497_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09499_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09500_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09501_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09502_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09503_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09505_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09506_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09507_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09508_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09509_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09511_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09512_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09513_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09514_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09515_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09517_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09518_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09519_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09520_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09521_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09523_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09524_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09525_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09526_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09527_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09529_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09530_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09531_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09532_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09533_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09535_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09536_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09537_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09538_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09539_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09541_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09542_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09543_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09544_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09545_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09547_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09548_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09549_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09550_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09551_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09553_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09554_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09555_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09556_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09557_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09559_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09560_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09561_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09562_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09563_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09565_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09566_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09567_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09568_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09569_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09571_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09572_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09573_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09574_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09575_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09577_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09578_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09579_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09580_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09581_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09583_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09584_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09585_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09586_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09587_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09589_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09590_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09591_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09592_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09593_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09595_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09596_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09597_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09598_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09599_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09601_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09602_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09603_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09604_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09605_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09607_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09608_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09609_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09610_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09611_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09613_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09614_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09615_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09616_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09617_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09619_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09620_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09621_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09622_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09623_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09625_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09626_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09627_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09628_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09629_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09631_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09632_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09633_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09634_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09635_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09637_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09638_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09639_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09640_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09641_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09643_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09644_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09645_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09646_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09647_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09649_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09650_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09651_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09652_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09653_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09655_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09656_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09657_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09658_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09659_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09661_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09662_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09663_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09664_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09665_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09667_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09668_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09669_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09670_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09671_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09673_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09674_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09675_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09676_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09677_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09679_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09680_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09681_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09682_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09683_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09685_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09686_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_09687_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_09688_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_09689_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_09691_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_09692_SDXL.jpg,train,fake,sdxl
