file,orig_split,group,label
E:\437 project\dataset\test\fake\fake_06864_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06865_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06866_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06867_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06868_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06870_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06871_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06872_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06873_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06874_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06876_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06877_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06879_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06880_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06881_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06882_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06884_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06885_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06886_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06887_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06888_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06889_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06890_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06891_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06892_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06894_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06895_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06896_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06897_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06898_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06899_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06901_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06904_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06905_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06906_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06908_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06909_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06910_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06912_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06914_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06915_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06916_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06917_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06919_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06920_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06921_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06922_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06923_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06924_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06926_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06927_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06928_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06929_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06930_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06931_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06934_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06935_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06939_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06941_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06942_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06943_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06944_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06945_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06947_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06949_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06953_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06954_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06956_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06958_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06959_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06960_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06961_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06962_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06964_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06965_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06966_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06967_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06969_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06970_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06971_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06973_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06974_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06975_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06978_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06980_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06982_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06983_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06985_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06986_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_06987_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06988_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06990_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06991_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06992_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06993_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06994_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_06995_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_06996_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06997_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_06998_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_06999_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07000_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07001_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07002_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07003_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07004_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07006_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07008_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07009_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07011_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07012_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07013_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07014_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07015_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07016_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07018_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07019_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07020_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07021_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07022_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07023_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07025_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07026_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07027_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07028_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07029_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07031_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07032_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07033_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07034_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07035_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07037_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07038_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07039_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07040_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07041_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07042_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07044_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07045_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07046_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07047_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07049_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07050_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07051_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07052_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07054_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07056_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07057_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07058_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07059_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07060_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07061_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07062_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07063_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07064_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07068_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07069_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07070_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07071_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07072_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07073_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07074_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07076_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07077_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07078_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07079_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07080_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07081_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07082_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07083_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07084_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07086_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07087_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07088_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07089_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07091_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07094_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07095_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07096_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07097_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07098_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07099_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07100_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07102_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07103_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07104_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07105_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07106_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07107_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07108_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07109_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07110_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07111_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07112_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07113_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07115_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07117_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07118_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07119_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07120_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07121_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07122_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07123_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07124_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07126_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07127_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07128_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07130_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07131_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07132_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07133_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07134_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07136_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07137_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07138_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07139_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07140_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07141_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07142_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07143_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07144_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07145_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07146_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07147_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07148_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07150_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07152_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07153_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07154_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07156_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07158_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07159_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07161_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07162_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07163_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07164_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07165_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07166_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07168_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07169_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07170_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07171_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07172_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07174_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07175_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07178_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07180_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07181_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07182_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07183_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07185_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07186_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07187_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07189_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07190_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07192_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07194_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07195_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07196_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07199_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07200_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07201_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07203_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07204_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07205_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07207_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07208_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07209_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07212_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07213_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07214_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07215_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07216_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07217_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07219_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07220_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07224_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07225_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07226_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07227_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07229_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07230_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07231_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07232_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07233_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07235_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07236_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07237_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07239_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07240_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07241_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07242_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07243_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07244_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07245_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07246_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07247_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07248_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07249_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07250_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07251_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07252_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07254_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07255_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07256_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07257_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07258_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07259_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07260_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07261_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07262_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07263_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07264_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07265_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07266_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07267_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07268_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07269_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07270_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07271_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07272_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07273_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07274_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07275_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07276_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07277_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07278_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07279_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07280_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07281_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07282_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07283_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07284_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07285_DALLE3.jpg,test,fake,dalle3
E:\437 project\dataset\test\fake\fake_07286_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07287_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07288_SD21.jpg,test,fake,sd21
E:\437 project\dataset\test\fake\fake_07289_SD3.jpg,test,fake,sd3
E:\437 project\dataset\test\fake\fake_07290_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07291_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07292_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07293_SDXL.jpg,test,fake,sdxl
E:\437 project\dataset\test\fake\fake_07295_Midjourney.jpg,test,fake,midjourney
E:\437 project\dataset\test\fake\fake_07296_DALLE3.jpg,test,fake,dalle3
